"TimePeriod","GeoTypeDesc","GeoID","GeoRank","BoroID","Borough","Geography","Area","Number","Estimated annual rate per 10,000","Age-adjusted rate per 10,000"
"2020","Borough","4","1","4","Queens","Queens","Queens","4,873","25.4","26.3"
"2020","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","2,454","151.9","150.5"
"2020","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","1,552","150.0","149.7"
"2020","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","1,360","147.5","148.7"
"2020","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","2,046","130.0","129.3"
"2020","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","1,915","126.3","127.1"
"2020","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","1,424","94.3","94.2"
"2020","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","2,485","89.6","90.5"
"2020","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","1,499","85.3","87.6"
"2020","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","1,550","76.3","75.6"
"2020","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","380","71.1","71.4"
"2020","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","1,039","62.6","67.0"
"2020","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","1,554","65.3","65.6"
"2020","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","625","60.6","64.3"
"2020","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","1,350","55.4","57.1"
"2020","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","523","51.4","53.2"
"2020","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","850","50.6","52.4"
"2020","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","1,191","45.3","46.3"
"2020","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","633","37.0","38.0"
"2020","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","719","31.8","35.7"
"2020","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","462","30.9","32.7"
"2020","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","704","31.1","31.4"
"2020","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","451","25.0","26.8"
"2020","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","245","25.5","26.4"
"2020","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","586","26.1","26.2"
"2020","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","434","24.1","25.9"
"2020","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","189","24.7","25.4"
"2020","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","247","21.3","25.0"
"2020","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","117","20.9","24.5"
"2020","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","156","20.7","23.1"
"2020","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","527","21.8","22.9"
"2020","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","404","20.7","21.2"
"2020","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","698","18.5","18.7"
"2020","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","382","17.4","18.3"
"2020","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","131","16.2","17.7"
"2020","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","207","13.1","14.0"
"2020","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","161","12.5","13.2"
"2020","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","199","10.4","11.7"
"2020","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","80","10.8","10.8"
"2020","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","204","9.3","10.4"
"2020","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","249","10.2","10.3"
"2020","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","171","9.9","10.0"
"2020","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","32","4.2","4.3"
"2020","Community District","201","6","1","Bronx","Mott Haven and Melrose (CD1)","Mott Haven and Melrose (CD1)  Bronx","1,457","202.2","202.4"
"2020","Community District","316","6","2","Brooklyn","Brownsville (CD16)","Brownsville (CD16)  Brooklyn","1,040","168.2","170.5"
"2020","Community District","110","6","3","Manhattan","Central Harlem (CD10)","Central Harlem (CD10)  Manhattan","1,504","164.8","166.2"
"2020","Community District","111","6","3","Manhattan","East Harlem (CD11)","East Harlem (CD11)  Manhattan","1,510","154.2","155.5"
"2020","Community District","203","6","1","Bronx","Morrisania and Crotona (CD3)","Morrisania and Crotona (CD3)  Bronx","1,018","155.6","154.0"
"2020","Community District","206","6","1","Bronx","Belmont and East Tremont (CD6)","Belmont and East Tremont (CD6)  Bronx","946","150.5","151.1"
"2020","Community District","204","6","1","Bronx","Highbridge and Concourse (CD4)","Highbridge and Concourse (CD4)  Bronx","1,349","116.4","114.4"
"2020","Community District","202","6","1","Bronx","Hunts Point and Longwood (CD2)","Hunts Point and Longwood (CD2)  Bronx","460","111.4","111.5"
"2020","Community District","303","6","2","Brooklyn","Bedford Stuyvesant (CD3)","Bedford Stuyvesant (CD3)  Brooklyn","1,270","107.8","108.8"
"2020","Community District","205","6","1","Bronx","Fordham and University Heights (CD5)","Fordham and University Heights (CD5)  Bronx","1,082","108.9","108.7"
"2020","Community District","305","6","2","Brooklyn","East New York and Starrett City (CD5)","East New York and Starrett City (CD5)  Brooklyn","1,346","100.7","101.2"
"2020","Community District","212","6","1","Bronx","Williamsbridge and Baychester (CD12)","Williamsbridge and Baychester (CD12)  Bronx","1,069","89.1","90.9"
"2020","Community District","209","6","1","Bronx","Parkchester and Soundview (CD9)","Parkchester and Soundview (CD9)  Bronx","1,113","78.1","77.9"
"2020","Community District","308","6","2","Brooklyn","Crown Heights and Prospect Heights (CD8)","Crown Heights and Prospect Heights (CD8)  Brooklyn","607","75.8","77.9"
"2020","Community District","304","6","2","Brooklyn","Bushwick (CD4)","Bushwick (CD4)  Brooklyn","668","77.1","77.6"
"2020","Community District","414","6","4","Queens","Rockaway and Broad Channel (CD14)","Rockaway and Broad Channel (CD14)  Queens","625","72.2","76.6"
"2020","Community District","317","6","2","Brooklyn","East Flatbush (CD17)","East Flatbush (CD17)  Brooklyn","868","69.4","73.3"
"2020","Community District","207","6","1","Bronx","Kingsbridge Heights and Bedford (CD7)","Kingsbridge Heights and Bedford (CD7)  Bronx","757","67.8","67.0"
"2020","Community District","501","6","5","Staten Island","St. George and Stapleton (CD1)","St. George and Stapleton (CD1)  Staten Island","834","57.4","58.9"
"2020","Community District","211","6","1","Bronx","Morris Park and Bronxdale (CD11)","Morris Park and Bronxdale (CD11)  Bronx","520","57.1","58.7"
"2020","Community District","412","6","4","Queens","Jamaica and Hollis (CD12)","Jamaica and Hollis (CD12)  Queens","1,071","57.5","58.7"
"2020","Community District","309","6","2","Brooklyn","South Crown Heights and Lefferts Gardens (CD9)","South Crown Heights and Lefferts Gardens (CD9)  Brooklyn","442","55.6","57.1"
"2020","Community District","109","6","3","Manhattan","Morningside Heights and Hamilton Heights (CD9)","Morningside Heights and Hamilton Heights (CD9)  Manhattan","480","52.3","53.7"
"2020","Community District","318","6","2","Brooklyn","Flatlands and Canarsie (CD18)","Flatlands and Canarsie (CD18)  Brooklyn","740","48.6","49.8"
"2020","Community District","103","6","3","Manhattan","Lower East Side and Chinatown (CD3)","Lower East Side and Chinatown (CD3)  Manhattan","661","43.9","44.9"
"2020","Community District","210","6","1","Bronx","Throgs Neck and Co-op City (CD10)","Throgs Neck and Co-op City (CD10)  Bronx","402","40.5","43.3"
"2020","Community District","313","6","2","Brooklyn","Coney Island (CD13)","Coney Island (CD13)  Brooklyn","349","37.8","39.9"
"2020","Community District","301","6","2","Brooklyn","Greenpoint and Williamsburg (CD1)","Greenpoint and Williamsburg (CD1)  Brooklyn","536","33.6","38.5"
"2020","Community District","302","6","2","Brooklyn","Fort Greene and Brooklyn Heights (CD2)","Fort Greene and Brooklyn Heights (CD2)  Brooklyn","394","32.8","36.7"
"2020","Community District","314","6","2","Brooklyn","Flatbush and Midwood (CD14)","Flatbush and Midwood (CD14)  Brooklyn","468","36.2","36.6"
"2020","Community District","306","6","2","Brooklyn","Park Slope and Carroll Gardens (CD6)","Park Slope and Carroll Gardens (CD6)  Brooklyn","263","27.7","32.9"
"2020","Community District","112","6","3","Manhattan","Washington Heights and Inwood (CD12)","Washington Heights and Inwood (CD12)  Manhattan","509","31.9","32.2"
"2020","Community District","413","6","4","Queens","Queens Village (CD13)","Queens Village (CD13)  Queens","447","28.0","30.0"
"2020","Community District","104","6","3","Manhattan","Clinton and Chelsea (CD4)","Clinton and Chelsea (CD4)  Manhattan","364","26.6","28.6"
"2020","Community District","409","6","4","Queens","Kew Gardens and Woodhaven (CD9)","Kew Gardens and Woodhaven (CD9)  Queens","326","28.2","28.1"
"2020","Community District","307","6","2","Brooklyn","Sunset Park (CD7)","Sunset Park (CD7)  Brooklyn","267","25.1","26.7"
"2020","Community District","401","6","4","Queens","Long Island City and Astoria (CD1)","Long Island City and Astoria (CD1)  Queens","430","25.4","26.5"
"2020","Community District","410","6","4","Queens","South Ozone Park and Howard Beach (CD10)","South Ozone Park and Howard Beach (CD10)  Queens","261","26.1","26.5"
"2020","Community District","502","6","5","Staten Island","South Beach and Willowbrook (CD2)","South Beach and Willowbrook (CD2)  Staten Island","283","24.8","26.0"
"2020","Community District","208","6","1","Bronx","Riverdale and Fieldston (CD8)","Riverdale and Fieldston (CD8)  Bronx","211","25.4","25.9"
"2020","Community District","405","6","4","Queens","Ridgewood and Maspeth (CD5)","Ridgewood and Maspeth (CD5)  Queens","288","22.1","22.7"
"2020","Community District","105","6","3","Manhattan","Midtown (CD5)","Midtown (CD5)  Manhattan","116","20.0","21.5"
"2020","Community District","107","6","3","Manhattan","Upper West Side (CD7)","Upper West Side (CD7)  Manhattan","382","20.7","21.3"
"2020","Community District","408","6","4","Queens","Hillcrest and Fresh Meadows (CD8)","Hillcrest and Fresh Meadows (CD8)  Queens","248","19.5","20.8"
"2020","Community District","404","6","4","Queens","Elmhurst and Corona (CD4)","Elmhurst and Corona (CD4)  Queens","283","18.8","18.9"
"2020","Community District","403","6","4","Queens","Jackson Heights (CD3)","Jackson Heights (CD3)  Queens","258","18.0","18.4"
"2020","Community District","101","6","3","Manhattan","Financial District (CD1)","Financial District (CD1)  Manhattan","80","14.6","17.9"
"2020","Community District","406","6","4","Queens","Rego Park and Forest Hills (CD6)","Rego Park and Forest Hills (CD6)  Queens","126","12.8","14.0"
"2020","Community District","503","6","5","Staten Island","Tottenville and Great Kills (CD3)","Tottenville and Great Kills (CD3)  Staten Island","149","11.7","12.9"
"2020","Community District","106","6","3","Manhattan","Stuyvesant Town and Turtle Bay (CD6)","Stuyvesant Town and Turtle Bay (CD6)  Manhattan","150","11.3","11.9"
"2020","Community District","108","6","3","Manhattan","Upper East Side (CD8)","Upper East Side (CD8)  Manhattan","198","10.1","11.2"
"2020","Community District","315","6","2","Brooklyn","Sheepshead Bay (CD15)","Sheepshead Bay (CD15)  Brooklyn","150","10.4","11.0"
"2020","Community District","402","6","4","Queens","Woodside and Sunnyside (CD2)","Woodside and Sunnyside (CD2)  Queens","128","9.8","10.2"
"2020","Community District","407","6","4","Queens","Flushing and Whitestone (CD7)","Flushing and Whitestone (CD7)  Queens","200","8.9","10.0"
"2020","Community District","102","6","3","Manhattan","Greenwich Village and Soho (CD2)","Greenwich Village and Soho (CD2)  Manhattan","81","9.7","9.8"
"2020","Community District","311","6","2","Brooklyn","Bensonhurst (CD11)","Bensonhurst (CD11)  Brooklyn","153","8.9","9.1"
"2020","Community District","310","6","2","Brooklyn","Bay Ridge and Dyker Heights (CD10)","Bay Ridge and Dyker Heights (CD10)  Brooklyn","103","8.6","9.0"
"2020","Community District","312","6","2","Brooklyn","Borough Park (CD12)","Borough Park (CD12)  Brooklyn","102","7.4","7.6"
"2020","Community District","411","6","4","Queens","Bayside and Little Neck (CD11)","Bayside and Little Neck (CD11)  Queens","42","4.2","4.4"
"2019","Citywide","1","0","-","-","New York City","New York City","54,166","77.1","78.3"
"2019","Borough","1","1","1","Bronx","Bronx","Bronx","17,137","151.3","151.0"
"2019","Borough","2","1","2","Brooklyn","Brooklyn","Brooklyn","16,114","76.7","78.0"
"2019","Borough","3","1","3","Manhattan","Manhattan","Manhattan","10,543","71.1","73.5"
"2019","Borough","5","1","5","Staten Island","Staten Island","Staten Island","2,066","52.3","55.4"
"2019","Borough","4","1","4","Queens","Queens","Queens","8,306","43.5","44.6"
"2019","UHF 42","107","4","1","Bronx","Hunts Point - Mott Haven","Hunts Point - Mott Haven  Bronx","2,534","237.5","237.1"
"2019","UHF 42","303","4","3","Manhattan","East Harlem","East Harlem  Manhattan","2,176","230.9","234.4"
"2019","UHF 42","106","4","1","Bronx","High Bridge - Morrisania","High Bridge - Morrisania  Bronx","3,682","222.3","219.3"
"2019","UHF 42","302","4","3","Manhattan","Central Harlem - Morningside Heights","Central Harlem - Morningside Heights  Manhattan","3,235","209.3","211.0"
"2019","UHF 42","105","4","1","Bronx","Crotona -Tremont","Crotona -Tremont  Bronx","3,138","191.5","189.2"
"2019","UHF 42","204","4","2","Brooklyn","East New York","East New York  Brooklyn","2,381","160.4","160.1"
"2019","UHF 42","211","4","2","Brooklyn","Williamsburg - Bushwick","Williamsburg - Bushwick  Brooklyn","2,322","133.4","138.3"
"2019","UHF 42","203","4","2","Brooklyn","Bedford Stuyvesant - Crown Heights","Bedford Stuyvesant - Crown Heights  Brooklyn","3,640","133.0","134.9"
"2019","UHF 42","103","4","1","Bronx","Fordham - Bronx Pk","Fordham - Bronx Pk  Bronx","2,597","125.2","123.8"
"2019","UHF 42","102","4","1","Bronx","Northeast Bronx","Northeast Bronx  Bronx","1,999","118.2","123.6"
"2019","UHF 42","501","4","5","Staten Island","Port Richmond","Port Richmond  Staten Island","656","120.2","119.9"
"2019","UHF 42","410","4","4","Queens","Rockaways","Rockaways  Queens","1,008","99.4","103.9"
"2019","UHF 42","104","4","1","Bronx","Pelham - Throgs Neck","Pelham - Throgs Neck  Bronx","2,463","101.7","102.3"
"2019","UHF 42","207","4","2","Brooklyn","East Flatbush - Flatbush","East Flatbush - Flatbush  Brooklyn","2,206","90.1","92.1"
"2019","UHF 42","502","4","5","Staten Island","Stapleton - St. George","Stapleton - St. George  Staten Island","835","81.0","86.3"
"2019","UHF 42","208","4","2","Brooklyn","Canarsie - Flatlands","Canarsie - Flatlands  Brooklyn","1,340","78.7","81.3"
"2019","UHF 42","408","4","4","Queens","Jamaica","Jamaica  Queens","1,898","72.0","72.8"
"2019","UHF 42","309","4","3","Manhattan","Union Square - Lower East Side","Union Square - Lower East Side  Manhattan","1,135","65.5","67.3"
"2019","UHF 42","202","4","2","Brooklyn","Downtown - Heights - Slope","Downtown - Heights - Slope  Brooklyn","1,131","51.1","57.2"
"2019","UHF 42","301","4","3","Manhattan","Washington Heights","Washington Heights  Manhattan","1,279","55.3","55.6"
"2019","UHF 42","310","4","3","Manhattan","Lower Manhattan","Lower Manhattan  Manhattan","235","40.0","47.7"
"2019","UHF 42","409","4","4","Queens","Southeast Queens","Southeast Queens  Queens","810","44.7","47.6"
"2019","UHF 42","407","4","4","Queens","Southwest Queens","Southwest Queens  Queens","1,026","45.1","45.3"
"2019","UHF 42","401","4","4","Queens","Long Island City - Astoria","Long Island City - Astoria  Queens","740","41.3","44.6"
"2019","UHF 42","101","4","1","Bronx","Kingsbridge - Riverdale","Kingsbridge - Riverdale  Bronx","331","42.0","44.0"
"2019","UHF 42","201","4","2","Brooklyn","Greenpoint","Greenpoint  Brooklyn","429","36.6","43.2"
"2019","UHF 42","210","4","2","Brooklyn","Coney Island - Sheepshead Bay","Coney Island - Sheepshead Bay  Brooklyn","977","40.3","43.2"
"2019","UHF 42","306","4","3","Manhattan","Chelsea - Clinton","Chelsea - Clinton  Manhattan","650","41.1","43.2"
"2019","UHF 42","205","4","2","Brooklyn","Sunset Park","Sunset Park  Brooklyn","395","40.7","41.9"
"2019","UHF 42","304","4","3","Manhattan","Upper West Side","Upper West Side  Manhattan","762","38.9","41.3"
"2019","UHF 42","402","4","4","Queens","West Queens","West Queens  Queens","1,249","33.2","33.6"
"2019","UHF 42","503","4","5","Staten Island","Willowbrook","Willowbrook  Staten Island","240","31.3","33.0"
"2019","UHF 42","406","4","4","Queens","Fresh Meadows","Fresh Meadows  Queens","234","28.5","29.1"
"2019","UHF 42","405","4","4","Queens","Ridgewood - Forest Hills","Ridgewood - Forest Hills  Queens","606","27.6","28.9"
"2019","UHF 42","307","4","3","Manhattan","Gramercy Park - Murray Hill","Gramercy Park - Murray Hill  Manhattan","297","22.6","24.7"
"2019","UHF 42","206","4","2","Brooklyn","Borough Park","Borough Park  Brooklyn","520","21.6","21.7"
"2019","UHF 42","209","4","2","Brooklyn","Bensonhurst - Bay Ridge","Bensonhurst - Bay Ridge  Brooklyn","357","20.8","21.0"
"2019","UHF 42","504","4","5","Staten Island","South Beach - Tottenville","South Beach - Tottenville  Staten Island","304","18.9","19.7"
"2019","UHF 42","403","4","4","Queens","Flushing - Clearview","Flushing - Clearview  Queens","395","18.1","19.6"
"2019","UHF 42","305","4","3","Manhattan","Upper East Side","Upper East Side  Manhattan","316","16.4","19.4"
"2019","UHF 42","308","4","3","Manhattan","Greenwich Village - SoHo","Greenwich Village - SoHo  Manhattan","97","12.6","12.9"
"2019","UHF 42","404","4","4","Queens","Bayside - Little Neck","Bayside - Little Neck  Queens","83","11.1","11.7"
"2019","Community District","201","6","1","Bronx","Mott Haven and Melrose (CD1)","Mott Haven and Melrose (CD1)  Bronx","2,218","300.6","300.2"
"2019","Community District","110","6","3","Manhattan","Central Harlem (CD10)","Central Harlem (CD10)  Manhattan","2,568","272.6","274.7"
"2019","Community District","111","6","3","Manhattan","East Harlem (CD11)","East Harlem (CD11)  Manhattan","2,447","242.5","246.2"
"2019","Community District","316","6","2","Brooklyn","Brownsville (CD16)","Brownsville (CD16)  Brooklyn","1,469","235.4","237.6"
"2019","Community District","206","6","1","Bronx","Belmont and East Tremont (CD6)","Belmont and East Tremont (CD6)  Bronx","1,519","235.6","235.7"
"2019","Community District","203","6","1","Bronx","Morrisania and Crotona (CD3)","Morrisania and Crotona (CD3)  Bronx","1,517","226.0","222.2"
"2019","Community District","202","6","1","Bronx","Hunts Point and Longwood (CD2)","Hunts Point and Longwood (CD2)  Bronx","764","180.7","180.5"
"2019","Community District","204","6","1","Bronx","Highbridge and Concourse (CD4)","Highbridge and Concourse (CD4)  Bronx","2,151","181.3","179.0"
"2019","Community District","305","6","2","Brooklyn","East New York and Starrett City (CD5)","East New York and Starrett City (CD5)  Brooklyn","2,293","170.7","171.4"
"2019","Community District","303","6","2","Brooklyn","Bedford Stuyvesant (CD3)","Bedford Stuyvesant (CD3)  Brooklyn","1,950","164.7","166.8"
"2019","Community District","212","6","1","Bronx","Williamsbridge and Baychester (CD12)","Williamsbridge and Baychester (CD12)  Bronx","1,985","161.1","163.8"
"2019","Community District","205","6","1","Bronx","Fordham and University Heights (CD5)","Fordham and University Heights (CD5)  Bronx","1,573","154.4","153.6"
"2019","Community District","414","6","4","Queens","Rockaway and Broad Channel (CD14)","Rockaway and Broad Channel (CD14)  Queens","1,008","116.8","121.9"
"2019","Community District","209","6","1","Bronx","Parkchester and Soundview (CD9)","Parkchester and Soundview (CD9)  Bronx","11","118.3","117.8"
"2019","Community District","317","6","2","Brooklyn","East Flatbush (CD17)","East Flatbush (CD17)  Brooklyn","1,422","113.0","117.8"
"2019","Community District","207","6","1","Bronx","Kingsbridge Heights and Bedford (CD7)","Kingsbridge Heights and Bedford (CD7)  Bronx","1,330","116.1","115.2"
"2019","Community District","304","6","2","Brooklyn","Bushwick (CD4)","Bushwick (CD4)  Brooklyn","960","110.5","112.4"
"2019","Community District","308","6","2","Brooklyn","Crown Heights and Prospect Heights (CD8)","Crown Heights and Prospect Heights (CD8)  Brooklyn","846","105.5","109.0"
"2019","Community District","501","6","5","Staten Island","St. George and Stapleton (CD1)","St. George and Stapleton (CD1)  Staten Island","1,402","94.8","97.3"
"2019","Community District","309","6","2","Brooklyn","South Crown Heights and Lefferts Gardens (CD9)","South Crown Heights and Lefferts Gardens (CD9)  Brooklyn","731","91.8","94.2"
"2019","Community District","211","6","1","Bronx","Morris Park and Bronxdale (CD11)","Morris Park and Bronxdale (CD11)  Bronx","850","90.9","94.1"
"2019","Community District","412","6","4","Queens","Jamaica and Hollis (CD12)","Jamaica and Hollis (CD12)  Queens","1,724","92.4","93.4"
"2019","Community District","109","6","3","Manhattan","Morningside Heights and Hamilton Heights (CD9)","Morningside Heights and Hamilton Heights (CD9)  Manhattan","792","83.5","85.0"
"2019","Community District","103","6","3","Manhattan","Lower East Side and Chinatown (CD3)","Lower East Side and Chinatown (CD3)  Manhattan","1,222","79.2","81.0"
"2019","Community District","313","6","2","Brooklyn","Coney Island (CD13)","Coney Island (CD13)  Brooklyn","654","71.7","79.7"
